BLOCKID|COUNTYFP|DISTRICT
240317032162000|031|13-071
240317032162001|031|13-061
240317032162002|031|13-054
240317032162003|031|13-071
240317032162004|031|13-071
240317032162005|031|13-049
240317032162006|031|13-064
240317032162007|031|13-071
240317032163000|031|13-054
240317032163001|031|13-054
240317032181000|031|13-069
240317032181001|031|13-054
240317032181002|031|13-054
240317032181003|031|13-054
240317032181004|031|13-054
240317032182000|031|13-069
240317032182001|031|13-069
240317032182002|031|13-069
240317032182003|031|13-069
240317032182004|031|13-069
240317032182005|031|13-054
240317032182006|031|13-054
240317032182007|031|13-071
240317032191000|031|13-061
240317032191001|031|13-069
240317032191002|031|13-069
240317032191003|031|13-069
240317032191004|031|13-071
240317032192000|031|13-054
240317032193000|031|13-069
240317032193001|031|13-054
240317032193002|031|13-071
240317032201000|031|13-049
240317032201001|031|13-049
240317032201002|031|13-049
240317032202000|031|13-061
240317032202001|031|13-061
240317032202002|031|13-061
240317032202003|031|13-061
240317032202004|031|13-061
240317032202005|031|13-061
240317032202006|031|13-061
240317032202007|031|13-061
240317032202008|031|13-061
240317032202009|031|13-049
240317032202010|031|13-049
240317032202011|031|13-049
240317032202012|031|13-049
240317032202013|031|13-049
240317032202014|031|13-049
240317032202015|031|13-049
240317032203000|031|13-061
240317032203001|031|13-061
240317032203002|031|13-061
240317032203003|031|13-061
240317032203004|031|13-061
240317032203005|031|13-061
240317032203006|031|13-061
240317032211000|031|13-060
240317032211001|031|13-061
240317032211002|031|13-061
240317032211003|031|13-061
240317032211004|031|13-061
240317032211005|031|13-061
240317032211006|031|13-061
240317032211007|031|13-061
240317032212000|031|13-061
240317032212001|031|13-061
240317032212002|031|13-061
240317032212003|031|13-061
240317032212004|031|13-061
240317032212005|031|13-061
240317032212006|031|13-061
240317032212007|031|13-061
240317032212008|031|13-061
240317032212009|031|13-061
240317032212010|031|13-061
240317032212011|031|13-061
240317032213000|031|13-061
240317032213001|031|13-061
240317032213002|031|13-061
240317032213003|031|13-061
240317032213004|031|13-061
240317032213005|031|13-061
240317032213006|031|13-061
240317032213007|031|13-061
240317032213008|031|13-061
240317032213009|031|13-061
240317032213010|031|13-061
240317032221000|031|13-002
240317032221001|031|13-002
240317032221002|031|13-002
240317032221003|031|13-002
240317032221004|031|13-002
240317032221005|031|13-002
240317032221006|031|13-002
240317032221007|031|13-002
240317032221008|031|13-002
240317032221009|031|13-002
240317032222000|031|13-002
240317032222001|031|13-002
240317032222002|031|13-002
240317032222003|031|13-002
240317032222004|031|13-002
240317032222005|031|13-002
240317032222006|031|13-002
240317032222007|031|13-002
240317032222008|031|13-002
240317032222009|031|13-002
240317032222010|031|13-002
240317032222011|031|13-002
240317032231000|031|13-002
240317032231001|031|13-002
240317032231002|031|13-002
240317032231003|031|13-002
240317032231004|031|13-002
240317032231005|031|13-002
240317032231006|031|13-056
240317032231007|031|13-061
240317032231008|031|13-061
240317032231009|031|13-061
240317032231010|031|13-061
240317032231011|031|13-061
240317032231012|031|13-056
240317032231013|031|13-056
240317032231014|031|13-056
240317032231015|031|13-056
240317032231016|031|13-056
240317032231017|031|13-002
240317032231018|031|13-002
240317032231019|031|13-002
240317032231020|031|13-002
240317032232000|031|13-002
240317032232001|031|13-002
240317032232002|031|13-002
240317032232003|031|13-056
240317032232004|031|13-002
240317032232005|031|13-002
240317032232006|031|13-002
240317032232007|031|13-002
240317032232008|031|13-002
240317032232009|031|13-002
240317032232010|031|13-002
240317032232011|031|13-002
240317032232012|031|13-002
240317032232013|031|13-002
240317032232014|031|13-002
240317032232015|031|13-002
240317032232016|031|13-002
240317032232017|031|13-002
240317032232018|031|13-002
240317032232019|031|13-002
240317032232020|031|13-002
240317032232021|031|13-002
240317032232022|031|13-002
240317032232023|031|13-002
240317032232024|031|13-002
240317032232025|031|13-002
240317032232026|031|13-002
240317032232027|031|13-002
240317032232028|031|13-002
240317032232029|031|13-002
240317032232030|031|13-002
240317032232031|031|13-002
240317032232032|031|13-002
240317032232033|031|13-002
240317032232034|031|13-002
240317032232035|031|13-002
240317032232036|031|13-002
240317032232037|031|13-002
240317032232038|031|13-002
240317032232039|031|13-002
240317032232040|031|13-002
240317032232041|031|13-002
240317032232042|031|13-002
240317032232043|031|13-002
240317032232044|031|13-002
240317032232045|031|13-002
240317032232046|031|13-002
240317032232047|031|13-002
240317032232048|031|13-002
240317032232049|031|13-002
240317032232050|031|13-002
240317032232051|031|13-002
240317032232052|031|13-002
240317032232053|031|13-002
240317032232054|031|13-002
240317032232055|031|13-002
240317032232056|031|13-002
240317033011000|031|13-037
240317033011001|031|13-037
240317033011002|031|13-037
240317033011003|031|13-037
240317033011004|031|13-037
240317033011005|031|13-037
240317033011006|031|13-037
240317033011007|031|13-037
240317033011008|031|13-037
240317033011009|031|13-037
240317033011010|031|13-037
240317033011011|031|13-037
240317033011012|031|13-037
240317033012000|031|13-043
240317033012001|031|13-043
240317033012002|031|13-043
240317033012003|031|13-043
240317033012004|031|13-043
240317033012005|031|13-043
240317033012006|031|13-043
240317033012007|031|13-043
240317033012008|031|13-043
240317033012009|031|13-043
240317033013000|031|13-043
240317033013001|031|13-043
240317033013002|031|13-043
240317033013003|031|13-043
240317033013004|031|13-043
240317033013005|031|13-043
240317033013006|031|13-043
240317033013007|031|13-043
240317033013008|031|13-043
240317033013009|031|13-043
240317033013010|031|13-043
240317033013011|031|13-043
240317033013012|031|13-043
240317033014000|031|13-043
240317033014001|031|13-043
240317033014002|031|13-043
240317033014003|031|13-043
240317033014004|031|13-043
240317033014005|031|13-043
240317033014006|031|13-043
240317033014007|031|13-043
240317033014008|031|13-043
240317033014009|031|13-043
240317033014010|031|13-043
240317033014011|031|13-025
240317033014012|031|13-043
240317033021000|031|13-035
240317033021001|031|13-035
240317033021002|031|13-035
240317033021003|031|13-035
240317033021004|031|13-035
240317033021005|031|13-035
240317033021006|031|13-035
240317033021007|031|13-037
240317033021008|031|13-037
240317033021009|031|13-037
240317033021010|031|13-035
240317033021011|031|13-035
240317033021012|031|13-035
240317033021013|031|13-037
240317033021014|031|13-037
240317033021015|031|13-037
240317033021016|031|13-037
240317033022000|031|13-037
240317033022001|031|13-037
240317033022002|031|13-037
240317033022003|031|13-037
240317033022004|031|13-037
240317033022005|031|13-037
240317033022006|031|13-037
240317033022007|031|13-037
240317033022008|031|13-037
240317033022009|031|13-037
240317033023000|031|13-037
240317033023001|031|13-037
240317033023002|031|13-037
240317033023003|031|13-037
240317033023004|031|13-037
240317033023005|031|13-043
240317033023006|031|13-043
240317033023007|031|13-043
240317033023008|031|13-043
240317033023009|031|13-043
240317033023010|031|13-043
240317033023011|031|13-043
240317033023012|031|13-043
240317033023013|031|13-043
240317033023014|031|13-043
240317033023015|031|13-025
240317034011000|031|13-036
240317034011001|031|13-036
240317034011002|031|13-036
240317034011003|031|13-036
240317034011004|031|13-036
240317034011005|031|13-036
240317034011006|031|13-036
240317034011007|031|13-036
240317034011008|031|13-036
240317034011009|031|13-036
240317034011010|031|13-036
240317034011011|031|13-036
240317034011012|031|13-036
240317034011013|031|13-036
240317034011014|031|13-036
240317034011015|031|13-025
240317034011016|031|13-036
240317034011017|031|13-036
240317034011018|031|13-036
240317034011019|031|13-036
240317034011020|031|13-036
240317034011021|031|13-036
240317034011022|031|13-036
240317034012000|031|13-036
240317034012001|031|13-036
240317034012002|031|13-036
240317034012003|031|13-036
240317034012004|031|13-036
240317034012005|031|13-036
240317034012006|031|13-036
240317034012007|031|13-036
240317034012008|031|13-036
240317034012009|031|13-036
240317034012010|031|13-036
240317034012011|031|13-036
240317034012012|031|13-036
240317034012013|031|13-036
240317034012014|031|13-036
240317034012015|031|13-036
240317034012016|031|13-036
240317034012017|031|13-036
240317034013000|031|13-036
240317034013001|031|13-036
240317034013002|031|13-036
240317034013003|031|13-036
240317034013004|031|13-036
240317034013005|031|13-036
240317034013006|031|13-036
240317034013007|031|13-036
240317034013008|031|13-036
240317034013009|031|13-036
240317034013010|031|13-036
240317034013011|031|13-036
240317034013012|031|13-036
240317034013013|031|13-036
240317034013014|031|13-036
240317034013015|031|13-025
240317034014000|031|13-036
240317034014001|031|13-036
240317034014002|031|13-036
240317034014003|031|13-036
240317034014004|031|13-036
240317034014005|031|13-036
240317034014006|031|13-036
240317034014007|031|13-036
240317034014008|031|13-036
240317034014009|031|13-036
240317034014010|031|13-036
240317034014011|031|13-036
240317034014012|031|13-036
240317034014013|031|13-036
240317034014014|031|13-036
240317034021000|031|13-035
240317034021001|031|13-035
240317034021002|031|13-035
240317034021003|031|13-035
240317034021004|031|13-035
240317034021005|031|13-035
240317034021006|031|13-035
240317034021007|031|13-035
240317034021008|031|13-035
240317034021009|031|13-035
240317034021010|031|13-035
240317034021011|031|13-035
240317034021012|031|13-035
240317034021013|031|13-035
240317034021014|031|13-035
240317034021015|031|13-035
240317034021016|031|13-035
240317034021017|031|13-035
240317034021018|031|13-035
240317034022000|031|13-035
240317034022001|031|13-035
240317034022002|031|13-035
240317034022003|031|13-035
240317034022004|031|13-035
240317034022005|031|13-035
240317034022006|031|13-035
240317034022007|031|13-035
240317034022008|031|13-035
240317034022009|031|13-035
240317034022010|031|13-035
240317034022011|031|13-035
240317034022012|031|13-035
240317034022013|031|13-035
240317034022014|031|13-035
240317034022015|031|13-035
240317034022016|031|13-035
240317034022017|031|13-035
240317034022018|031|13-035
240317034022019|031|13-035
240317034022020|031|13-035
240317034022021|031|13-035
240317034022022|031|13-035
240317034022023|031|13-035
240317034022024|031|13-035
240317034022025|031|13-035
240317034022026|031|13-035
240317034022027|031|13-035
240317034031000|031|13-028
240317034031001|031|13-028
240317034031002|031|13-028
240317034031003|031|13-028
240317034031004|031|13-028
240317034031005|031|13-028
240317034031006|031|13-028
240317034031007|031|13-028
240317034031008|031|13-028
240317034031009|031|13-028
240317034031010|031|13-028
240317034031011|031|13-028
240317034031012|031|13-028
240317034031013|031|13-028
240317034031014|031|13-028
240317034031015|031|13-028
240317034031016|031|13-028
240317034031017|031|13-028
240317034031018|031|13-028
240317034032000|031|13-028
240317034032001|031|13-028
240317034032002|031|13-028
240317034032003|031|13-028
240317034032004|031|13-028
240317034032005|031|13-028
240317034032006|031|13-028
240317034032007|031|13-028
240317034032008|031|13-028
240317034032009|031|13-028
240317034032010|031|13-028
240317034032011|031|13-028
240317034032012|031|13-028
240317034032013|031|13-028
240317034033000|031|13-028
240317034033001|031|13-028
240317034033002|031|13-028
240317034033003|031|13-028
240317034033004|031|13-028
240317034033005|031|13-028
240317034033006|031|13-028
240317034033007|031|13-028
240317034033008|031|13-028
240317034033009|031|13-028
240317034033010|031|13-028
240317034033011|031|13-028
240317034033012|031|13-028
240317034033013|031|13-028
240317034033014|031|13-028
240317034033015|031|13-028
240317034033016|031|13-028
240317034033017|031|13-028
240317034033018|031|13-028
240317034033019|031|13-028
240317034041000|031|13-030
240317034041001|031|13-030
240317034041002|031|13-030
240317034041003|031|13-030
240317034041004|031|13-030
240317034041005|031|13-030
240317034041006|031|13-030
240317034041007|031|13-030
240317034041008|031|13-030
240317034041009|031|13-030
240317034041010|031|13-030
240317034041011|031|13-030
240317034042000|031|13-030
240317034042001|031|13-030
240317034042002|031|13-030
240317034042003|031|13-030
240317034042004|031|13-030
240317034042005|031|13-030
240317034042006|031|13-030
240317034042007|031|13-030
240317034042008|031|13-030
240317034042009|031|13-030
240317034042010|031|13-030
240317034042011|031|13-030
240317034042012|031|13-027
240317034042013|031|13-030
240317034042014|031|13-030
240317035011000|031|13-025
240317035011001|031|13-025
240317035012000|031|13-025
240317035012001|031|13-025
240317035012002|031|13-025
240317035012003|031|13-025
240317035012004|031|13-025
240317035012005|031|13-025
240317035012006|031|13-025
240317035012007|031|13-025
240317035012008|031|13-025
240317035012009|031|13-025
240317035012010|031|13-025
240317035012011|031|13-025
240317035012012|031|13-025
240317035012013|031|13-025
240317035012014|031|13-025
240317035012015|031|13-025
240317035012016|031|13-025
240317035012017|031|13-025
240317035012018|031|13-025
240317035012019|031|13-025
240317035012020|031|13-025
240317035012021|031|13-025
240317035012022|031|13-025
240317035012023|031|13-025
240317035012024|031|13-025
240317035013000|031|13-025
240317035013001|031|13-025
240317035013002|031|13-025
240317035013003|031|13-025
240317035013004|031|13-025
240317035013005|031|13-025
240317035013006|031|13-025
240317035013007|031|13-025
240317035013008|031|13-025
240317035013009|031|13-025
240317035013010|031|13-025
240317035013011|031|13-025
240317035013012|031|13-025
240317035013013|031|13-025
240317035014000|031|13-025
240317035014001|031|13-025
240317035014002|031|13-025
240317035014003|031|13-025
240317035014004|031|13-025
240317035014005|031|13-025
240317035014006|031|13-025
240317035014007|031|13-025
240317035014008|031|13-025
240317035014009|031|13-025
240317035014010|031|13-025
240317035014011|031|13-025
240317035014012|031|13-025
240317035014013|031|13-025
240317035021000|031|13-027
240317035021001|031|13-027
240317035021002|031|13-027
240317035021003|031|13-027
240317035021004|031|13-027
240317035021005|031|13-027
240317035021006|031|13-027
240317035021007|031|13-040
240317035021008|031|13-040
240317035021009|031|13-040
240317035021010|031|13-027
240317035021011|031|13-040
240317035021012|031|13-040
240317035021013|031|13-040
240317035021014|031|13-040
240317035021015|031|13-040
240317035021016|031|13-027
240317035021017|031|13-040
240317035022000|031|13-040
240317035022001|031|13-040
240317035022002|031|13-040
240317035022003|031|13-040
240317035022004|031|13-040
240317035022005|031|13-040
240317035022006|031|13-040
240317035022007|031|13-040
240317035022008|031|13-040
240317035022009|031|13-040
240317035022010|031|13-040
240317035022011|031|13-040
240317035022012|031|13-034
240317036011000|031|13-027
240317036011001|031|13-027
240317036011002|031|13-027
240317036011003|031|13-027
240317036011004|031|13-027
240317036011005|031|13-027
240317036011006|031|13-027
240317036011007|031|13-027
240317036011008|031|13-027
240317036011009|031|13-027
240317036011010|031|13-027
240317036011011|031|13-027
240317036011012|031|13-027
240317036011013|031|13-034
240317036012000|031|13-027
240317036012001|031|13-027
240317036012002|031|13-040
240317036012003|031|13-040
240317036012004|031|13-040
240317036012005|031|13-040
240317036012006|031|13-040
240317036012007|031|13-027
240317036012008|031|13-040
240317036012009|031|13-040
240317036012010|031|13-040
240317036012011|031|13-040
240317036012012|031|13-040
240317036012013|031|13-040
240317036012014|031|13-040
240317036012015|031|13-040
240317036012016|031|13-034
240317036012017|031|13-034
240317036013000|031|13-027
240317036013001|031|13-027
240317036013002|031|13-027
240317036013003|031|13-027
240317036013004|031|13-027
240317036013005|031|13-027
240317036013006|031|13-027
240317036013007|031|13-027
240317036013008|031|13-027
240317036013009|031|13-027
240317036013010|031|13-027
240317036013011|031|13-027
240317036013012|031|13-027
240317036013013|031|13-027
240317036013014|031|13-027
240317036021000|031|13-034
240317036021001|031|13-034
240317036021002|031|13-034
240317036021003|031|13-034
240317036021004|031|13-034
240317036021005|031|13-034
240317036021006|031|13-034
240317036021007|031|13-034
240317036021008|031|13-034
240317036021009|031|13-034
240317036021010|031|13-034
240317036021011|031|13-059
240317036021012|031|13-059
240317036021013|031|13-059
240317036022000|031|13-059
240317036022001|031|13-059
240317036022002|031|13-059
240317036022003|031|13-059
240317036022004|031|13-059
240317036022005|031|13-059
240317036022006|031|13-059
240317036022007|031|13-059
240317036022008|031|13-059
240317036022009|031|13-059
240317036022010|031|13-059
240317036022011|031|13-059
240317036023000|031|13-031
240317036023001|031|13-034
240317036023002|031|13-034
240317036023003|031|13-034
240317036023004|031|13-034
240317036023005|031|13-034
240317036023006|031|13-031
240317036023007|031|13-031
240317036023008|031|13-031
240317036023009|031|13-031
240317036023010|031|13-031
240317036023011|031|13-034
240317036023012|031|13-031
240317036023013|031|13-031
240317037011000|031|13-029
240317037011001|031|13-029
240317037011002|031|13-029
240317037011003|031|13-029
240317037011004|031|13-029
240317037011005|031|13-029
240317037011006|031|13-029
240317037011007|031|13-029
240317037011008|031|13-029
240317037011009|031|13-029
240317037011010|031|13-027
240317037011011|031|13-029
240317037011012|031|13-029
240317037012000|031|13-030
240317037012001|031|13-030
240317037012002|031|13-030
240317037012003|031|13-030
240317037012004|031|13-030
240317037012005|031|13-030
240317037012006|031|13-030
240317037012007|031|13-030
240317037012008|031|13-030
240317037012009|031|13-030
240317037012010|031|13-030
240317037012011|031|13-030
240317037012012|031|13-030
240317037012013|031|13-030
240317037012014|031|13-030
240317037012015|031|13-030
240317037012016|031|13-030
240317037012017|031|13-030
240317037012018|031|13-030
240317037012019|031|13-030
240317037012020|031|13-030
240317037012021|031|13-030
240317037013000|031|13-029
240317037013001|031|13-029
240317037013002|031|13-029
240317037013003|031|13-029
240317037013004|031|13-029
240317037013005|031|13-029
240317037013006|031|13-029
240317037013007|031|13-029
240317037013008|031|13-029
240317037013009|031|13-029
240317037021000|031|13-030
240317037021001|031|13-030
240317037021002|031|13-030
240317037021003|031|13-030
240317037021004|031|13-030
240317037021005|031|13-030
240317037021006|031|13-030
240317037021007|031|13-030
240317037021008|031|13-030
240317037021009|031|13-030
240317037021010|031|13-030
240317037021011|031|13-030
240317037021012|031|13-030
240317037021013|031|13-030
240317037021014|031|13-030
240317037021015|031|13-030
240317037021016|031|13-030
240317037021017|031|13-030
240317037022000|031|13-029
240317037022001|031|13-029
240317037022002|031|13-029
240317037022003|031|13-029
240317037022004|031|13-029
240317037022005|031|13-029
240317037022006|031|13-029
240317037022007|031|13-029
240317037022008|031|13-029
240317037022009|031|13-029
240317037022010|031|13-029
240317037022011|031|13-029
240317037022012|031|13-029
240317037022013|031|13-029
240317037022014|031|13-029
240317037022015|031|13-029
240317037022016|031|13-029
240317037022017|031|13-029
240317037022018|031|13-029
240317037022019|031|13-029
240317037022020|031|13-029
240317037023000|031|13-029
240317037023001|031|13-029
240317037023002|031|13-029
240317037023003|031|13-029
240317037023004|031|13-029
240317037023005|031|13-029
240317037023006|031|13-029
240317037023007|031|13-029
240317037023008|031|13-029
240317037023009|031|13-029
240317037023010|031|13-029
240317037023011|031|13-029
240317037023012|031|13-029
240317037023013|031|13-029
240317037023014|031|13-029
240317037023015|031|13-029
240317037023016|031|13-029
240317037023017|031|13-029
240317037023018|031|13-029
240317037023019|031|13-029
240317037024000|031|13-029
240317037024001|031|13-029
240317037024002|031|13-029
240317037024003|031|13-029
240317037024004|031|13-029
240317037024005|031|13-029
240317037024006|031|13-029
240317037024007|031|13-029
240317037024008|031|13-029
240317037024009|031|13-029
240317037024010|031|13-029
240317037024011|031|13-029
240317037024012|031|13-029
240317038001000|031|13-044
240317038001001|031|13-044
240317038001002|031|13-044
240317038001003|031|13-032
240317038001004|031|13-032
240317038001005|031|13-032
240317038001006|031|13-032
240317038001007|031|13-032
240317038001008|031|13-032
240317038001009|031|13-032
240317038001010|031|13-032
240317038002000|031|13-059
240317038003000|031|13-029
240317038003001|031|13-029
240317038003002|031|13-029
240317038003003|031|13-029
240317038003004|031|13-059
240317038003005|031|13-059
240317038003006|031|13-029
240317038003007|031|13-059
240317038003008|031|13-029
240317038003009|031|13-027
240317038003010|031|13-027
240317038003011|031|13-027
240317038003012|031|13-027
240317038003013|031|13-027
240317038003014|031|13-059
240317038003015|031|13-059
240317038003016|031|13-059
240317038003017|031|13-059
240317038003018|031|13-059
240317038003019|031|13-059
240317038003020|031|13-059
240317038003021|031|13-059
240317038003022|031|13-059
240317038003023|031|13-059
240317038003024|031|13-059
240317038003025|031|13-059
240317038003026|031|13-059
240317038003027|031|13-059
240317038003028|031|13-059
240317038003029|031|13-059
240317038003030|031|13-059
240317038003031|031|13-059
240317038003032|031|13-059
240317038003033|031|13-059
240317038003034|031|13-059
240317038003035|031|13-059
240317038003036|031|13-059
240317038003037|031|13-059
240317038003038|031|13-059
240317039011000|031|13-024
240317039011001|031|13-024
240317039011002|031|13-024
240317039011003|031|13-024
240317039011004|031|13-024
240317039011005|031|13-024
240317039011006|031|13-024
240317039011007|031|13-024
240317039011008|031|13-024
240317039011009|031|13-024
240317039011010|031|13-024
240317039011011|031|13-024
240317039011012|031|13-024
240317039012000|031|13-024
240317039012001|031|13-024
240317039012002|031|13-024
240317039012003|031|13-024
240317039012004|031|13-024
240317039012005|031|13-024
240317039012006|031|13-024
240317039012007|031|13-024
240317039012008|031|13-024
240317039013000|031|13-024
240317039013001|031|13-024
240317039013002|031|13-024
240317039013003|031|13-024
240317039013004|031|13-024
240317039013005|031|13-024
240317039013006|031|13-024
240317039013007|031|13-024
240317039013008|031|13-024
240317039013009|031|13-024
240317039013010|031|13-024
240317039013011|031|13-024
240317039013012|031|13-024
240317039013013|031|13-024
240317039021000|031|13-032
240317039021001|031|13-032
240317039021002|031|13-032
240317039021003|031|13-032
240317039021004|031|13-032
240317039021005|031|13-053
240317039021006|031|13-053
240317039021007|031|13-053
240317039021008|031|13-032
240317039021009|031|13-053
240317039021010|031|13-053
240317039021011|031|13-053
240317039022000|031|13-053
240317039022001|031|13-053
240317039022002|031|13-053
240317039022003|031|13-053
240317039022004|031|13-053
240317039022005|031|13-053
240317039022006|031|13-053
240317039022007|031|13-053
240317039022008|031|13-053
240317039022009|031|13-053
240317039022010|031|13-053
240317039022011|031|13-053
240317039022012|031|13-053
240317039022013|031|13-053
240317039022014|031|13-053
240317039022015|031|13-053
240317039022016|031|13-053
240317039022017|031|13-053
240317039022018|031|13-053
240317039022019|031|13-053
240317039022020|031|13-053
240317039022021|031|13-053
240317039022022|031|13-053
240317039022023|031|13-053
240317039022024|031|13-053
240317039022025|031|13-053
240317039022026|031|13-053
240317039022027|031|13-053
240317039022028|031|13-053
240317039022029|031|13-053
240317039022030|031|13-053
240317039022031|031|13-053
240317039022032|031|13-053
240317039022033|031|13-053
240317039022034|031|13-053
240317039022035|031|13-053
240317039022036|031|13-053
240317039023000|031|13-032
240317039023001|031|13-032
240317039023002|031|13-032
240317039023003|031|13-032
240317039023004|031|13-032
240317039023005|031|13-032
240317039023006|031|13-032
240317039024000|031|13-032
240317039024001|031|13-032
240317039024002|031|13-032
240317039024003|031|13-032
240317039024004|031|13-032
240317039024005|031|13-032
240317039024006|031|13-032
240317039024007|031|13-032
240317039024008|031|13-032
240317039024009|031|13-032
240317039024010|031|13-032
240317039024011|031|13-032
240317039024012|031|13-032
240317039024013|031|13-032
240317039024014|031|13-032
240317039024015|031|13-032
240317039024016|031|13-032
240317039024017|031|13-032
240317040001000|031|13-058
240317040001001|031|13-058
240317040001002|031|13-058
240317040001003|031|13-058
240317040001004|031|13-058
240317040001005|031|13-058
240317040001006|031|13-058
240317040001007|031|13-058
240317040001008|031|13-058
240317040001009|031|13-058
240317040001010|031|13-058
240317040001011|031|13-058
240317040001012|031|13-058
240317040001013|031|13-058
240317040001014|031|13-058
240317040001015|031|13-058
240317040001016|031|13-058
240317040001017|031|13-058
240317040001018|031|13-058
240317040001019|031|13-058
240317040001020|031|13-058
240317040001021|031|13-058
240317040001022|031|13-058
240317040002000|031|13-031
240317040002001|031|13-031
240317040002002|031|13-058
240317040002003|031|13-058
240317040002004|031|13-058
240317040002005|031|13-031
240317040002006|031|13-058
240317040002007|031|13-058
240317040002008|031|13-058
240317040002009|031|13-058
240317040002010|031|13-058
240317040002011|031|13-058
240317040002012|031|13-058
240317040002013|031|13-058
240317040002014|031|13-058
240317040002015|031|13-058
240317040002016|031|13-058
240317040002017|031|13-058
240317040002018|031|13-058
240317040002019|031|13-058
240317040002020|031|13-058
240317040002021|031|13-058
240317040002022|031|13-058
240317040002023|031|13-058
240317040002024|031|13-058
240317040002025|031|13-058
240317040002026|031|13-058
240317040002027|031|13-058
240317040002028|031|13-058
240317040003000|031|13-031
240317040003001|031|13-031
240317040003002|031|13-031
240317040003003|031|13-031
240317040003004|031|13-031
240317040003005|031|13-031
240317040003006|031|13-031
240317040003007|031|13-058
240317040003008|031|13-058
240317040003009|031|13-058
240317040003010|031|13-058
240317040003011|031|13-031
240317040003012|031|13-031
240317040003013|031|13-058
240317040003014|031|13-058
240317040003015|031|13-058
240317040003016|031|13-058
240317040003017|031|13-058
240317040003018|031|13-058
240317040003019|031|13-058
240317040003020|031|13-058
240317040004000|031|13-031
240317040004001|031|13-031
240317040004002|031|13-031
240317040004003|031|13-031
240317040004004|031|13-031
240317040004005|031|13-031
240317040004006|031|13-031
240317040004007|031|13-031
240317040004008|031|13-031
240317040004009|031|13-031
240317040004010|031|13-031
240317040004011|031|13-031
240317040004012|031|13-031
240317041001000|031|13-058
240317041001001|031|13-058
240317041001002|031|13-058
240317041001003|031|13-058
240317041001004|031|13-058
240317041001005|031|13-058
240317041001006|031|13-058
240317041001007|031|13-003
240317041001008|031|13-058
240317041001009|031|13-058
240317041001010|031|13-058
240317041001011|031|13-058
240317041001012|031|13-058
240317041001013|031|13-003
240317041001014|031|13-003
240317041001015|031|13-003
240317041001016|031|13-003
240317041001017|031|13-003
240317041001018|031|13-003
240317041001019|031|13-003
240317041001020|031|13-003
240317041002000|031|13-003
240317041002001|031|13-003
240317041002002|031|13-003
240317041002003|031|13-003
240317041002004|031|13-003
240317041002005|031|13-003
240317041002006|031|13-003
240317041002007|031|13-003
240317041002008|031|13-003
240317041002009|031|13-003
240317041002010|031|13-003
240317041002011|031|13-003
240317041002012|031|13-003
240317041002013|031|13-003
240317041002014|031|13-003
240317041002015|031|13-003
240317041002016|031|13-003
240317041002017|031|13-003
240317041002018|031|13-003
240317041002019|031|13-003
240317041002020|031|13-003
240317041002021|031|13-003
240317041002022|031|13-003
240317041003000|031|13-003
240317041003001|031|13-003
240317041003002|031|13-003
240317041003003|031|13-003
240317041003004|031|13-003
240317041003005|031|13-003
240317041003006|031|13-038
240317041003007|031|13-038
240317041003008|031|13-038
240317041003009|031|13-038
240317041003010|031|13-038
240317041003011|031|13-038
240317041003012|031|13-038
240317041003013|031|13-038
240317041003014|031|13-038
240317041003015|031|13-038
240317041003016|031|13-038
240317041003017|031|13-038
240317041003018|031|13-038
240317041003019|031|13-038
240317041003020|031|13-003
240317041003021|031|13-003
240317041003022|031|13-003
240317041004000|031|13-003
240317041004001|031|13-038
240317041004002|031|13-038
240317041004003|031|13-038
240317041004004|031|13-038
240317041004005|031|13-038
240317041004006|031|13-038
240317041004007|031|13-038
240317041004008|031|13-038
240317041004009|031|13-038
240317041004010|031|13-038
240317041004011|031|13-038
240317041004012|031|13-038
240317041004013|031|13-038
240317041004014|031|13-038
240317041004015|031|13-003
240317041004016|031|13-038
240317041004017|031|13-038
240317041004018|031|13-038
240317042001000|031|13-034
240317042001001|031|13-034
240317042001002|031|13-034
240317042001003|031|13-034
240317042001004|031|13-034
240317042001005|031|13-034
240317042001006|031|13-034
240317042001007|031|13-034
240317042001008|031|13-034
240317042001009|031|13-034
240317042001010|031|13-034
240317042001011|031|13-034
240317042001012|031|13-034
240317042001013|031|13-034
240317042001014|031|13-034
240317042001015|031|13-034
240317042001016|031|13-034
240317042001017|031|13-034
240317042001018|031|13-034
240317042001019|031|13-034
240317042001020|031|13-034
240317042001021|031|13-034
240317042001022|031|13-034
240317042001023|031|13-034
240317042001024|031|13-034
240317042001025|031|13-034
240317042001026|031|13-034
240317042001027|031|13-034
240317042001028|031|13-034
240317042001029|031|13-034
240317042001030|031|13-034
240317042001031|031|13-034
240317042001032|031|13-034
240317042001033|031|13-034
240317042001034|031|13-034
240317042001035|031|13-034
240317042002000|031|13-034
240317042002001|031|13-034
240317042002002|031|13-034
240317042002003|031|13-034
240317042002004|031|13-034
240317042002005|031|13-034
240317042002006|031|13-034
240317042002007|031|13-034
240317042002008|031|13-034
240317042002009|031|13-034
240317042002010|031|13-034
240317042002011|031|13-034
240317042002012|031|13-034
240317042002013|031|13-034
240317042002014|031|13-034
240317042002015|031|13-034
240317042002016|031|13-034
240317042002017|031|13-034
240317042002018|031|13-034
240317042002019|031|13-034
240317042002020|031|13-034
240317042002021|031|13-034
240317042002022|031|13-034
240317042002023|031|13-034
240317042002024|031|13-034
