BLOCKID|COUNTYFP|DISTRICT
240010013002025|001|06-006
240010013002026|001|06-006
240010013002027|001|06-006
240010013002028|001|06-006
240010013002029|001|06-006
240010013002030|001|06-006
240010013002031|001|06-006
240010014011000|001|29-003
240010014011001|001|29-003
240010014011002|001|29-003
240010014011003|001|29-003
240010014011004|001|29-003
240010014011005|001|29-003
240010014011006|001|29-003
240010014011007|001|29-003
240010014011008|001|29-003
240010014011009|001|29-003
240010014011010|001|29-003
240010014011011|001|29-003
240010014011012|001|29-003
240010014011013|001|29-003
240010014011014|001|29-003
240010014011015|001|24-000
240010014011016|001|29-003
240010014011017|001|29-003
240010014011018|001|29-003
240010014011019|001|29-003
240010014011020|001|29-003
240010014011021|001|29-003
240010014011022|001|29-003
240010014011023|001|29-003
240010014011024|001|29-003
240010014011025|001|29-003
240010014011026|001|29-003
240010014011027|001|29-003
240010014011028|001|29-003
240010014011029|001|29-003
240010014011030|001|29-003
240010014011031|001|29-003
240010014011032|001|29-003
240010014011033|001|29-003
240010014011034|001|29-003
240010014011035|001|07-001
240010014012000|001|29-001
240010014012001|001|29-001
240010014012002|001|29-001
240010014012003|001|29-001
240010014012004|001|29-001
240010014012005|001|29-001
240010014012006|001|29-001
240010014012007|001|29-001
240010014012008|001|29-001
240010014012009|001|29-001
240010014012010|001|29-001
240010014012011|001|13-000
240010014012012|001|24-000
240010014012013|001|29-002
240010014012014|001|29-002
240010014012015|001|29-002
240010014012016|001|29-002
240010014012017|001|29-002
240010014012018|001|29-002
240010014012019|001|29-002
240010014012020|001|29-002
240010014012021|001|29-002
240010014012022|001|29-002
240010014012023|001|29-002
240010014012024|001|29-002
240010014012025|001|29-002
240010014012026|001|29-001
240010014012027|001|29-001
240010014012028|001|29-001
240010014012029|001|29-002
240010014012030|001|29-002
240010014012031|001|29-002
240010014012032|001|29-002
240010014012033|001|29-002
240010014012034|001|29-002
240010014012035|001|29-002
240010014012036|001|29-002
240010014012037|001|24-000
240010014012038|001|24-000
240010014012039|001|29-002
240010014012040|001|29-002
240010014012041|001|29-002
240010014012042|001|29-002
240010014012043|001|29-001
240010014012044|001|29-002
240010014021000|001|29-001
240010014021001|001|29-001
240010014021002|001|29-001
240010014021003|001|29-001
240010014021004|001|29-001
240010014021005|001|29-001
240010014021006|001|29-001
240010014021007|001|29-001
240010014021008|001|29-001
240010014021009|001|29-001
240010014021010|001|29-001
240010014021011|001|29-003
240010014021012|001|29-002
240010014021013|001|29-002
240010014021014|001|29-002
240010014021015|001|29-002
240010014021016|001|29-002
240010014021017|001|29-002
240010014021018|001|29-001
240010014021019|001|29-002
240010014021020|001|29-002
240010014021021|001|29-002
240010014021022|001|29-003
240010014021023|001|29-003
240010014021024|001|29-003
240010014021025|001|29-002
240010014021026|001|29-002
240010014021027|001|29-002
240010014021028|001|29-003
240010014021029|001|29-003
240010014021030|001|29-003
240010014021031|001|29-002
240010014021032|001|29-002
240010014021033|001|29-001
240010014021034|001|29-001
240010014021035|001|29-001
240010015021000|001|20-000
240010015021001|001|20-000
240010015021002|001|20-000
240010015021003|001|20-000
240010015021004|001|20-000
240010015021005|001|20-000
240010015021006|001|20-000
240010015021007|001|20-000
240010015021008|001|20-000
240010015021009|001|20-000
240010015021010|001|20-000
240010015021011|001|20-000
240010015021012|001|20-000
240010015021013|001|20-000
240010015021014|001|20-000
240010015021015|001|20-000
240010015021016|001|20-000
240010015021017|001|20-000
240010015021018|001|20-000
240010015021019|001|20-000
240010015021020|001|20-000
240010015021021|001|20-000
240010015021022|001|20-000
240010015021023|001|20-000
240010015021024|001|20-000
240010015021025|001|20-000
240010015021026|001|20-000
240010015021027|001|20-000
240010015021028|001|20-000
240010015021029|001|20-000
240010015021030|001|20-000
240010015021031|001|20-000
240010015021032|001|20-000
240010015021033|001|20-000
240010015021034|001|20-000
240010015021035|001|20-000
240010015021036|001|20-000
240010015021037|001|20-000
240010015021038|001|20-000
240010015021039|001|20-000
240010015021040|001|20-000
240010015021041|001|20-000
240010015021042|001|20-000
240010015021043|001|20-000
240010015021044|001|20-000
240010015021045|001|20-000
240010015021046|001|20-000
240010015021047|001|20-000
240010015021048|001|20-000
240010015021049|001|20-000
240010015021050|001|20-000
240010015021051|001|20-000
240010015021052|001|20-000
240010015021053|001|20-000
240010015021054|001|20-000
240010015021055|001|20-000
240010015021056|001|20-000
240010015021057|001|20-000
240010015021058|001|20-000
240010015021059|001|20-000
240010015021060|001|20-000
240010015021061|001|20-000
240010015021062|001|20-000
240010015021063|001|20-000
240010015021064|001|29-001
240010015021065|001|29-001
240010015021066|001|20-000
240010015021067|001|20-000
240010015021068|001|29-001
240010015021069|001|20-000
240010015021070|001|29-001
240010015021071|001|29-001
240010015021072|001|29-001
240010015031000|001|20-000
240010015031001|001|20-000
240010015031002|001|20-000
240010015031003|001|13-000
240010015031004|001|13-000
240010015031005|001|13-000
240010015031006|001|13-000
240010015031007|001|13-000
240010015031008|001|13-000
240010015031009|001|13-000
240010015031010|001|20-000
240010015031011|001|20-000
240010015031012|001|13-000
240010015031013|001|13-000
240010015031014|001|13-000
240010015031015|001|13-000
240010015031016|001|13-000
240010015032000|001|13-000
240010015032001|001|13-000
240010015032002|001|13-000
240010015032003|001|13-000
240010015032004|001|13-000
240010015032005|001|13-000
240010015032006|001|13-000
240010015032007|001|13-000
240010015032008|001|13-000
240010015032009|001|13-000
240010015032010|001|13-000
240010015032011|001|13-000
240010015032012|001|13-000
240010015032013|001|13-000
240010015032014|001|13-000
240010015032015|001|13-000
240010015032016|001|13-000
240010015032017|001|13-000
240010015032018|001|13-000
240010015033000|001|13-000
240010015033001|001|13-000
240010015033002|001|13-000
240010015033003|001|13-000
240010015033004|001|13-000
240010015033005|001|13-000
240010015033006|001|13-000
240010015033007|001|13-000
240010015033008|001|13-000
240010015033009|001|13-000
240010015033010|001|13-000
240010015033011|001|13-000
240010015033012|001|13-000
240010015033013|001|13-000
240010015033014|001|13-000
240010015033015|001|13-000
240010015033016|001|13-000
240010015033017|001|13-000
240010015033018|001|13-000
240010015033019|001|13-000
240010015033020|001|13-000
240010016001000|001|13-000
240010016001001|001|13-000
240010016001002|001|13-000
240010016001003|001|13-000
240010016001004|001|13-000
240010016001005|001|13-000
240010016001006|001|13-000
240010016001007|001|13-000
240010016001008|001|13-000
240010016001009|001|13-000
240010016001010|001|13-000
240010016001011|001|13-000
240010016001012|001|13-000
240010016001013|001|13-000
240010016001014|001|13-000
240010016001015|001|13-000
240010016001016|001|13-000
240010016001017|001|13-000
240010016001018|001|13-000
240010016001019|001|11-000
240010016001020|001|11-000
240010016001021|001|11-000
240010016001022|001|11-000
240010016001023|001|11-000
240010016001024|001|11-000
240010016001025|001|11-000
240010016001026|001|11-000
240010016001027|001|11-000
240010016001028|001|11-000
240010016001029|001|11-000
240010016001030|001|11-000
240010016001031|001|11-000
240010016001032|001|13-000
240010016001033|001|11-000
240010016001034|001|11-000
240010016001035|001|11-000
240010016001036|001|11-000
240010016001037|001|11-000
240010016001038|001|11-000
240010016001039|001|11-000
240010016001040|001|11-000
240010016001041|001|11-000
240010016001042|001|11-000
240010016001043|001|11-000
240010016001044|001|11-000
240010016001045|001|11-000
240010016001046|001|11-000
240010016001047|001|11-000
240010016001048|001|11-000
240010016001049|001|11-000
240010016001050|001|11-000
240010016001051|001|11-000
240010016001052|001|11-000
240010016001053|001|11-000
240010016001054|001|11-000
240010016001055|001|11-000
240010016001056|001|11-000
240010016001057|001|11-000
240010016001058|001|11-000
240010017001000|001|12-000
240010017001001|001|12-000
240010017001002|001|12-000
240010017001003|001|12-000
240010017001004|001|12-000
240010017001005|001|12-000
240010017001006|001|12-000
240010017001007|001|12-000
240010017001008|001|12-000
240010017001009|001|12-000
240010017001010|001|12-000
240010017001011|001|12-000
240010017001012|001|12-000
240010017001013|001|12-000
240010017001014|001|12-000
240010017001015|001|12-000
240010017001016|001|12-000
240010017001017|001|12-000
240010017001018|001|12-000
240010017001019|001|12-000
240010017001020|001|12-000
240010017001021|001|12-000
240010017001022|001|12-000
240010017001023|001|12-000
240010017001024|001|12-000
240010017001025|001|12-000
240010017001026|001|12-000
240010017001027|001|12-000
240010017001028|001|24-000
240010017001029|001|24-000
240010017001030|001|24-000
240010017001031|001|12-000
240010017001032|001|12-000
240010017001033|001|12-000
240010017001034|001|12-000
240010017001035|001|12-000
240010017001036|001|12-000
240010017001037|001|12-000
240010017001038|001|18-000
240010017001039|001|18-000
240010017001040|001|12-000
240010017001041|001|12-000
240010017001042|001|18-000
240010017002000|001|24-000
240010017002001|001|24-000
240010017002002|001|24-000
240010017002003|001|12-000
240010017002004|001|24-000
240010017002005|001|12-000
240010017002006|001|12-000
240010017002007|001|12-000
240010017002008|001|12-000
240010017002009|001|12-000
240010017002010|001|12-000
240010017002011|001|12-000
240010017002012|001|12-000
240010017002013|001|12-000
240010017002014|001|12-000
240010017002015|001|12-000
240010017002016|001|12-000
240010017002017|001|12-000
240010017002018|001|12-000
240010017002019|001|12-000
240010017002020|001|12-000
240010017002021|001|12-000
240010017002022|001|12-000
240010017002023|001|12-000
240010017002024|001|12-000
240010017002025|001|12-000
240010017002026|001|12-000
240010017002027|001|12-000
240010017002028|001|12-000
240010017002029|001|12-000
240010017002030|001|12-000
240010017002031|001|12-000
240010017002032|001|12-000
240010017002033|001|12-000
240010017002034|001|12-000
240010017002035|001|12-000
240010017002036|001|12-000
240010017002037|001|12-000
240010017002038|001|12-000
240010017002039|001|12-000
240010017002040|001|12-000
240010017002041|001|24-000
240010017002042|001|24-000
240010017003000|001|29-001
240010017003001|001|13-000
240010017003002|001|13-000
240010017003003|001|13-000
240010017003004|001|12-000
240010017003005|001|12-000
240010017003006|001|12-000
240010017003007|001|12-000
240010017003008|001|12-000
240010017003009|001|12-000
240010017003010|001|12-000
240010017003011|001|12-000
240010017003012|001|12-000
240010017003013|001|12-000
240010017003014|001|12-000
240010017003015|001|12-000
240010017003016|001|12-000
240010017003017|001|12-000
240010017003018|001|12-000
240010017003019|001|12-000
240010017003020|001|12-000
240010017003021|001|12-000
240010017003022|001|12-000
240010017003023|001|24-000
240010017003024|001|12-000
240010017003025|001|24-000
240010017003026|001|24-000
240010017003027|001|24-000
240010017003028|001|24-000
240010017003029|001|24-000
240010017003030|001|24-000
240010017003031|001|24-000
240010017003032|001|12-000
240010017003033|001|12-000
240010017003034|001|12-000
240010017003035|001|12-000
240010017003036|001|12-000
240010017003037|001|12-000
240010017003038|001|12-000
240010017003039|001|12-000
240010017003040|001|12-000
240010017003041|001|12-000
240010017003042|001|24-000
240010017003043|001|24-000
240010017003044|001|24-000
240010017003045|001|12-000
240010017003046|001|24-000
240010017003047|001|24-000
240010017003048|001|24-000
240010017003049|001|24-000
240010017003050|001|24-000
240010017003051|001|24-000
240010017003052|001|24-000
240010017003053|001|24-000
240010017003054|001|24-000
240010017003055|001|24-000
240010017003056|001|24-000
240010017003057|001|24-000
240010017003058|001|24-000
240010017003059|001|24-000
240010017003060|001|24-000
240010017003061|001|24-000
240010017003062|001|24-000
240010017003063|001|24-000
240010017003064|001|18-000
240010017003065|001|18-000
240010017003066|001|18-000
240010017003067|001|18-000
240010017003068|001|18-000
240010017003069|001|24-000
240010018001000|001|26-000
240010018001001|001|26-000
240010018001002|001|26-000
240010018001003|001|26-000
240010018001004|001|26-000
240010018001005|001|26-000
240010018001006|001|26-000
240010018001007|001|26-000
240010018001008|001|26-000
240010018001009|001|26-000
240010018001010|001|26-000
240010018001011|001|26-000
240010018001012|001|26-000
240010018001013|001|26-000
240010018001014|001|26-000
240010018001015|001|26-000
240010018001016|001|26-000
240010018001017|001|26-000
240010018001018|001|26-000
240010018001019|001|26-000
240010018001020|001|26-000
240010018001021|001|26-000
240010018001022|001|26-000
240010018001023|001|26-000
240010018001024|001|26-000
240010018001025|001|26-000
240010018001026|001|26-000
240010018001027|001|26-000
240010018001028|001|26-000
240010018001029|001|26-000
240010018001030|001|26-000
240010018001031|001|26-000
240010018001032|001|26-000
240010018001033|001|26-000
240010018001034|001|26-000
240010018001035|001|26-000
240010018001036|001|26-000
240010018001037|001|26-000
240010018001038|001|26-000
240010018001039|001|26-000
240010018001040|001|26-000
240010018001041|001|26-000
