BLOCKID|PLACEFP
240199703002037|
240199703002038|
240199703002039|
240199703002040|
240199703002041|
240199703002042|
240199703002043|
240199703002044|
240199703002045|
240199703002046|
240199703002047|
240199703002048|
240199703002049|
240199703002050|
240199703002051|
240199703002052|
240199703002053|
240199703002054|
240199703002055|
240199703002056|
240199703002057|
240199703002058|
240199703002059|
240199703002060|
240199703002061|
240199703002062|
240199703002063|
240199703003000|
240199703003001|
240199703003002|
240199703003003|
240199703003004|
240199703003005|
240199703003006|
240199703003007|
240199703003008|
240199703003009|
240199703003010|
240199703003011|
240199703003012|70900
240199703003013|70900
240199703003014|70900
240199703003015|
240199703003016|
240199703003017|
240199703003018|70900
240199703003019|70900
240199703003020|70900
240199703003021|70900
240199703003022|70900
240199703003023|70900
240199703003024|70900
240199703003025|
240199703003026|
240199703003027|
240199703003028|
240199703003029|24450
240199703003030|70900
240199703003031|70900
240199703003032|
240199703003033|
240199703003034|
240199703003035|
240199703003036|
240199703003037|
240199703003038|
240199703003039|
240199703004000|
240199703004001|
240199703004002|
240199703004003|
240199703004004|
240199703004005|
240199703004006|
240199703004007|
240199703004008|
240199703004009|
240199703004010|
240199703004011|
240199703004012|
240199703004013|
240199703004014|
240199703004015|
240199703004016|
240199703004017|
240199703004018|
240199703004019|
240199704001000|
240199704001001|
240199704001002|12400
240199704001003|12400
240199704001004|12400
240199704001005|12400
240199704001006|12400
240199704001007|12400
240199704001008|12400
240199704001009|12400
240199704001010|12400
240199704001011|12400
240199704001012|12400
240199704001013|12400
240199704001014|12400
240199704001015|12400
240199704001016|12400
240199704001017|12400
240199704001018|12400
240199704001019|12400
240199704001020|12400
240199704001021|12400
240199704001022|
240199704001023|
240199704001024|
240199704002000|12400
240199704002001|12400
240199704002002|12400
240199704002003|12400
240199704002004|12400
240199704002005|12400
240199704002006|12400
240199704002007|12400
240199704002008|12400
240199704002009|12400
240199704002010|12400
240199704002011|12400
240199704002012|12400
240199704002013|12400
240199704002014|12400
240199704002015|12400
240199704002016|12400
240199704002017|12400
240199704002018|12400
240199704002019|12400
240199704002020|12400
240199704002021|12400
240199704002022|12400
240199704002023|12400
240199704002024|12400
240199704002025|12400
240199704002026|12400
240199704002027|12400
240199704002028|12400
240199704002029|12400
240199704002030|12400
240199704002031|12400
240199704002032|12400
240199704002033|12400
240199704002034|12400
240199704002035|12400
240199704002036|12400
240199704002037|12400
240199704002038|12400
240199704002039|12400
240199704002040|12400
240199704002041|12400
240199704002042|12400
240199704002043|12400
240199704002044|12400
240199704002045|12400
240199704002046|12400
240199704002047|12400
240199704002048|12400
240199704002049|12400
240199704003000|12400
240199704003001|12400
240199704003002|12400
240199704003003|12400
240199704003004|12400
240199704003005|12400
240199704003006|12400
240199704003007|12400
240199704003008|12400
240199704003009|12400
240199704003010|12400
240199704003011|12400
240199704003012|12400
240199704003013|12400
240199704003014|12400
240199704003015|12400
240199704003016|12400
240199704003017|12400
240199704003018|12400
240199704003019|12400
240199704003020|12400
240199704003021|12400
240199704003022|12400
240199704003023|12400
240199704003024|12400
240199704004000|12400
240199704004001|12400
240199704004002|12400
240199704004003|12400
240199704004004|12400
240199704004005|12400
240199704004006|12400
240199704004007|12400
240199704004008|12400
240199704004009|12400
240199704004010|12400
240199704004011|12400
240199704004012|12400
240199704004013|12400
240199704004014|12400
240199704004015|12400
240199704004016|12400
240199704004017|12400
240199704004018|12400
240199704004019|12400
240199704004020|12400
240199704004021|12400
240199704004022|12400
240199704004023|12400
240199704004024|12400
240199705001000|12400
240199705001001|12400
240199705001002|12400
240199705001003|12400
240199705001004|12400
240199705001005|12400
240199705001006|12400
240199705001007|12400
240199705001008|12400
240199705001009|12400
240199705001010|12400
240199705001011|12400
240199705001012|12400
240199705001013|12400
240199705002000|00712
240199705002001|12400
240199705002002|12400
240199705002003|12400
240199705002004|12400
240199705002005|
240199705002006|00712
240199705002007|12400
240199705002008|12400
240199705002009|12400
240199705002010|12400
240199705002011|12400
240199705002012|12400
240199705002013|12400
240199705002014|12400
240199705002015|12400
240199705002016|12400
240199705002017|12400
240199705002018|12400
240199705002019|12400
240199705002020|12400
240199705002021|12400
240199705002022|12400
240199705003000|12400
240199705003001|12400
240199705003002|12400
240199705003003|12400
240199705003004|12400
240199705003005|12400
240199705003006|12400
240199705003007|12400
240199705003008|12400
240199705003009|12400
240199705003010|12400
240199705003011|12400
240199705003012|12400
240199705003013|12400
240199705003014|12400
240199705003015|12400
240199705003016|12400
240199706001000|12400
240199706001001|12400
240199706001002|12400
240199706001003|12400
240199706001004|12400
240199706001005|12400
240199706001006|12400
240199706001007|12400
240199706001008|12400
240199706001009|12400
240199706001010|12400
240199706001011|12400
240199706001012|12400
240199706001013|12400
240199706001014|12400
240199706001015|12400
240199706001016|12400
240199706001017|12400
240199706001018|12400
240199706001019|12400
240199706001020|12400
240199706001021|12400
240199706001022|12400
240199706001023|12400
240199706001024|12400
240199706001025|12400
240199706001026|12400
240199706001027|12400
240199706001028|12400
240199706001029|12400
240199706001030|12400
240199706001031|12400
240199706001032|12400
240199706001033|12400
240199706001034|12400
240199706001035|12400
240199706001036|12400
240199706001037|12400
240199706001038|12400
240199706001039|12400
240199706001040|12400
240199706001041|12400
240199706001042|12400
240199706001043|12400
240199706001044|12400
240199706001045|12400
240199706001046|12400
240199706001047|12400
240199706001048|12400
240199706001049|
240199706001050|
240199706001051|12400
240199706001052|12400
240199706001053|12400
240199706001054|12400
240199706001055|12400
240199706001056|
240199706001057|
240199706001058|
240199706002000|12400
240199706002001|12400
240199706002002|12400
240199706002003|12400
240199706002004|12400
240199706002005|12400
240199706002006|12400
240199706002007|12400
240199706002008|12400
240199706002009|12400
240199706002010|12400
240199706002011|12400
240199706002012|12400
240199706002013|12400
240199706002014|12400
240199706002015|12400
240199706003000|12400
240199706003001|12400
240199706003002|12400
240199706003003|12400
240199706003004|12400
240199706003005|12400
240199706003006|12400
240199706003007|
240199706003008|
240199706003009|12400
240199706003010|
240199706003011|12400
240199706003012|
240199706003013|12400
240199706003014|
240199706003015|12400
240199706003016|12400
240199706003017|12400
240199706003018|12400
240199706003019|12400
240199706003020|12400
240199706003021|12400
240199706003022|12400
240199706003023|12400
240199706003024|12400
240199707021000|
240199707021001|
240199707021002|
240199707021003|
240199707021004|
240199707021005|
240199707021006|
240199707021007|
240199707021008|
240199707021009|
240199707021010|
240199707021011|
240199707021012|
240199707021013|
240199707021014|
240199707021015|
240199707021016|
240199707021017|
240199707021018|
240199707021019|
240199707021020|
240199707021021|
240199707021022|
240199707021023|
240199707021024|
240199707021025|
240199707021026|
240199707021027|12400
240199707021028|12400
240199707021029|12400
240199707021030|12400
240199707021031|
240199707021032|
240199707021033|12400
240199707021034|12400
240199707021035|
240199707021036|12400
240199707021037|12400
240199707021038|12400
240199707021039|
240199707021040|12400
240199707021041|
240199707021042|
240199707021043|
240199707021044|12400
240199707021045|12400
240199707021046|12400
240199707021047|
240199707021048|12400
240199707022000|
240199707022001|
240199707022002|
240199707022003|
240199707022004|
240199707022005|
240199707022006|
240199707022007|
240199707022008|
240199707022009|
240199707022010|
240199707022011|
240199707022012|
240199707022013|
240199707022014|
240199707022015|
240199707022016|
240199707022017|
240199707022018|
240199707022019|12400
240199707022020|
240199707022021|
240199707022022|
240199707022023|
240199707022024|
240199707022025|
240199707022026|
240199707022027|
240199707022028|
240199707022029|12400
240199707022030|12400
240199707022031|
240199707022032|
240199707022033|
240199707022034|
240199707022035|12400
240199707022036|
240199707022037|
240199707023000|
240199707023001|
240199707023002|
240199707023003|
240199707023004|
240199707023005|
240199707023006|
240199707023007|
240199707023008|
240199707023009|
240199707023010|
240199707023011|
240199707023012|
240199707023013|
240199707023014|
240199707023015|
240199707023016|
240199707023017|
240199707023018|
240199707023019|
240199707023020|
240199707023021|
240199707023022|
240199707023023|
240199707023024|
240199707023025|
240199707023026|
240199707023027|
240199707023028|
240199707023029|
240199707023030|
240199707023031|
240199707023032|
240199707023033|
240199707023034|
240199707023035|
240199707023036|
240199707023037|
240199707023038|
240199707023039|
240199707023040|
240199707023041|
240199707023042|
240199707023043|
240199707023044|
240199707023045|
240199707023046|
240199707023047|
240199707023048|
240199707023049|
240199707023050|
240199707023051|
240199707023052|
240199707023053|
240199707023054|
240199707023055|
240199707023056|
240199707023057|
240199707023058|
240199707023059|
240199707023060|
240199707023061|
240199707023062|
240199707023063|
240199707024000|00712
240199707024001|00712
240199707024002|00712
240199707024003|00712
240199707024004|12400
240199707024005|00712
240199707024006|00712
240199707024007|00712
240199707024008|00712
240199707024009|00712
240199707024010|00712
240199707024011|00712
240199707024012|00712
240199707024013|00712
240199707024014|00712
240199707024015|00712
240199707024016|00712
240199707024017|00712
240199707024018|00712
240199707024019|00712
240199707024020|00712
240199707024021|00712
240199707024022|00712
240199707024023|00712
240199707024024|00712
240199707024025|12400
240199707024026|12400
240199707024027|12400
240199707024028|12400
240199707024029|00712
240199707024030|00712
